Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective
34,1,355,2,0,0,0,0,0,0,0,0,2,4,4,59,6,6,16,26,52,0.8,0.113139,31,23,16,4,0.113139,31,3,3,0,0,1,243,322,24,21,8,1,26,0,19,7,86,98,1,64,15,243,322,28,21,12,1,26,4,19,7,86,98,5,64,15,0,0,77,2,29,2,0,17,1,2,1,4,56,0,0,0,7,1,0,17,0
39,1,454,2,0,0,0,0,0,0,0,0,5,3,3,53,9,7,17,23,51,0.947368,0.376694,139,115,18,1,0.376694,139,4,8,1,1,2,230,416,72,40,9,4,28,0,18,7,148,82,20,120,27,230,416,72,40,9,4,28,0,18,7,148,82,20,120,27,0,0,37,6,13,1,0,9,1,0,0,7,17,0,0,2,0,2,0,17,0
158,1,1523,2,0.0277845,1,12,3,0.022694,0.027551,31,27,1,6,6,148,32,9,5,88,123,1,0.263272,243,198,18,0,0.207547,264,2,3,3,3,2,680,995,56,12,39,9,35,19,17,7,56,363,26,31,13,1008,1366,83,81,56,23,71,23,51,10,191,489,30,160,17,0,0,221,20,95,12,9,85,2,9,8,12,156,1,1,1,2,2,0,36,0
45,1,290,2,0,0,0,0,0,0,0,0,3,2,2,35,10,1,3,15,39,0.875,0.345622,75,74,21,3,0.345622,75,3,7,0,0,3,142,246,34,16,12,9,24,0,23,6,82,52,7,64,14,142,246,34,16,12,9,24,0,23,6,82,52,7,64,14,0,0,55,0,10,2,0,7,1,0,1,1,37,0,0,2,0,0,0,14,0
41,1,591,2,0.617879,13,38,29,0.53539,0.554273,295,240,1,2,2,19,3,0,0,6,13,0,0.0780488,32,0,0,6,0.0843882,40,0,0,0,0,0,378,485,6,0,6,0,7,0,5,0,7,324,0,5,0,434,551,62,36,6,0,18,0,5,0,186,342,26,98,39,0,1,155,12,123,107,83,17,1,0,0,3,40,1,7,0,0,1,0,31,0
35,1,99,2,0.222672,1,1,1,0.246154,0.268293,16,11,1,0,0,1,21,0,0,20,21,0,0.122449,6,0,0,2,0.122449,6,0,0,0,0,0,43,65,0,0,0,0,1,0,1,0,1,25,0,1,0,43,65,0,0,0,0,1,0,1,0,1,25,0,1,0,0,0,19,1,0,0,12,0,0,0,2,1,5,0,0,0,0,0,0,0,0
82,1,767,2,0.0348732,1,7,1,0.0335277,0.046,23,23,2,4,4,106,17,26,44,37,71,0.2,0.199275,110,99,2,8,0.195548,123,0,0,2,39,0,442,610,10,7,10,7,34,0,9,1,34,225,0,9,1,506,686,16,9,13,7,38,0,9,1,43,261,1,13,1,0,0,103,6,48,2,9,43,1,4,3,5,78,0,3,0,0,1,0,8,0
59,1,494,2,0.225173,3,12,4,0.12156,0.185714,53,52,2,2,2,26,8,19,7,6,22,0.857143,0.428571,102,101,12,2,0.289538,119,1,2,7,7,2,136,251,12,5,11,5,16,0,13,5,16,49,1,13,5,292,436,19,7,18,7,30,0,23,5,30,103,1,23,5,0,0,84,2,9,0,29,8,2,0,0,1,48,0,0,1,0,2,0,4,0
66,1,826,2,0.10325,2,10,3,0.0683311,0.0807899,52,45,8,2,2,22,13,39,11,27,40,1,0.0896552,13,9,1,0,0.144131,97,1,1,26,26,1,132,186,14,7,4,0,13,0,0,0,46,55,0,9,1,576,761,58,15,34,0,42,1,20,0,155,263,2,71,3,0,0,175,4,40,1,28,39,2,6,5,0,104,0,4,4,0,0,0,26,0
49,1,304,2,0,0,0,0,0,0,0,0,2,2,2,7,10,8,1,10,14,1,0.20339,12,8,1,0,0.10084,24,2,2,2,5,1,47,66,12,7,1,0,4,0,0,0,42,19,0,9,1,214,256,32,14,17,0,18,3,7,0,114,88,4,35,2,0,0,64,2,11,1,0,11,2,0,0,0,48,0,1,0,0,0,0,14,0
37,1,315,2,0,0,0,0,0,0,0,0,2,3,3,50,6,1,0,8,24,0,0,0,0,0,3,0,0,2,2,0,0,1,202,226,20,11,9,4,16,0,2,0,54,90,0,11,1,248,279,23,14,12,7,23,0,9,0,61,106,0,18,1,0,0,56,1,16,0,0,16,1,0,0,0,52,0,0,0,0,1,0,3,0
66,1,689,2,0.0683646,3,13,3,0.0560897,0.0762527,35,35,2,3,3,70,32,18,26,44,82,0.3,0.20155,78,75,6,14,0.14808,81,6,11,8,8,1,309,443,35,21,10,8,38,0,19,6,119,136,7,78,17,466,624,63,61,17,13,62,0,36,6,293,183,9,204,32,0,0,181,4,33,1,15,28,6,0,5,5,121,1,2,4,0,0,0,30,0
34,1,159,2,0,0,0,0,0,0,0,0,2,0,0,9,7,5,10,6,15,0,0,0,0,0,7,0,0,2,2,2,2,1,45,55,12,11,5,3,9,0,6,1,34,9,0,26,2,111,126,18,11,7,3,14,0,7,1,55,39,1,37,2,0,0,40,0,5,0,0,4,2,0,1,0,34,1,0,0,0,0,0,3,0
54,1,360,2,0.0837321,1,2,1,0.0586319,0.0534979,18,13,2,2,2,13,12,13,3,27,32,1,0.103448,9,8,1,0,0.0528302,14,1,1,6,11,1,78,112,11,7,1,0,5,0,0,0,38,37,0,9,1,251,307,32,16,12,1,25,0,10,0,135,98,1,59,2,0,0,92,3,13,0,9,13,2,0,2,0,65,0,3,2,0,0,0,12,0
32,1,81,2,0,0,0,0,0,0,0,0,2,0,0,6,8,2,21,10,16,0,0,0,0,0,2,0,0,0,0,2,2,0,44,50,6,0,6,0,6,1,1,0,6,15,1,1,0,44,50,6,0,6,0,6,1,1,0,6,15,1,1,0,0,0,21,4,2,1,0,1,1,0,0,4,15,0,0,0,0,0,0,5,0
88,1,1732,2,0.259405,13,29,24,0.215805,0.219149,355,309,1,3,3,53,32,7,5,45,92,0,0.0251479,17,0,0,35,0.0318428,47,0,0,0,0,0,659,809,8,0,8,0,47,1,34,0,47,341,1,34,0,1429,1645,50,214,21,2,127,1,58,0,1393,606,2,374,60,0,7,872,24,28,15,316,21,7,2,16,8,458,1,14,0,0,0,0,73,0
54,1,237,2,0.174917,2,3,2,0.141304,0.162162,26,24,2,1,1,8,17,2,0,23,30,0,0.0729167,7,0,0,5,0.05,8,0,0,0,0,0,89,116,8,0,8,0,7,0,4,0,7,49,0,4,0,152,184,14,0,14,0,10,0,6,0,10,75,0,6,0,0,0,63,6,11,0,26,10,1,2,2,6,28,0,1,0,0,0,0,4,0
46,1,201,2,0,0,0,0,0,0,0,0,1,1,1,13,14,0,0,19,29,0,0.0186916,2,0,0,6,0.0220588,3,0,0,0,0,0,105,126,7,1,7,1,10,0,5,0,10,55,0,5,0,133,156,8,1,8,1,12,0,5,0,12,63,0,5,0,0,0,35,6,1,0,0,1,0,0,1,4,33,0,2,0,0,0,0,1,0
48,1,194,2,0.19544,1,4,1,0.129252,0.132231,19,16,1,3,3,5,11,0,0,16,20,0,0.0412371,4,0,0,4,0.0310078,4,1,1,0,0,1,93,112,7,0,1,0,4,0,3,0,10,52,1,4,0,125,147,31,8,1,0,5,0,4,0,76,72,8,51,9,0,0,41,4,8,0,15,4,0,0,1,2,16,0,3,1,0,3,0,8,0
53,1,834,2,0.551767,10,34,31,0.475703,0.471338,372,296,1,2,2,21,14,0,0,19,37,0,0.0634648,37,0,0,19,0.0567164,38,1,1,0,0,1,546,688,6,0,0,0,18,0,18,0,24,314,1,19,0,632,782,41,50,0,0,25,0,19,0,334,354,8,222,43,0,1,223,7,45,0,121,6,1,0,1,1,62,0,8,5,0,38,0,33,0
30,1,37,2,0,0,0,0,0,0,0,0,1,0,0,1,1,5,3,1,2,0,0,0,0,0,1,0,0,0,0,3,3,0,8,8,0,0,0,0,1,0,0,0,1,1,0,0,0,8,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0
53,1,221,2,0,0,0,0,0,0,0,0,1,1,1,13,19,1,0,29,39,0,0.0194175,2,0,0,5,0.0463576,7,0,0,0,0,0,101,118,6,0,6,0,10,1,4,0,10,43,1,4,0,144,169,38,19,6,0,13,1,7,0,106,62,8,75,10,0,0,54,7,10,1,0,9,1,0,3,5,35,0,1,1,0,1,0,14,0
71,1,650,2,0.183333,3,8,5,0.155172,0.165289,90,80,1,1,1,32,28,0,0,46,70,0,0.031477,13,0,0,16,0.0292969,15,0,0,0,0,0,400,480,6,0,6,0,24,1,15,0,24,176,1,15,0,497,580,41,134,6,0,31,1,19,0,810,216,8,533,111,0,2,246,19,7,6,61,7,0,0,10,6,86,0,9,13,0,0,0,76,0
26,1,51,2,0.730159,1,1,1,0.538462,0.533333,14,8,1,0,0,1,9,0,0,10,11,0,0.272727,6,0,0,2,0.272727,6,0,0,0,0,0,16,26,0,0,0,0,1,0,1,0,1,10,0,1,0,16,26,0,0,0,0,1,0,1,0,1,10,0,1,0,0,0,11,1,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0
63,1,410,2,0.197124,2,3,3,0.12069,0.109215,42,32,2,1,1,17,27,1,0,34,50,0,0.021097,5,0,0,13,0.0231788,7,0,0,0,0,0,232,283,8,0,8,0,16,1,12,0,16,116,1,12,0,295,348,33,18,8,1,23,1,14,0,124,132,2,49,3,0,0,104,9,11,0,21,8,1,0,2,7,70,0,2,0,0,3,0,10,0
101,1,1463,2,0.225009,12,43,20,0.223037,0.240035,304,277,2,2,2,55,35,15,0,64,108,0,0.0470588,36,0,0,38,0.0429752,52,0,0,0,0,0,729,893,9,0,9,0,44,1,37,0,44,413,1,37,0,1158,1363,26,28,11,0,86,1,48,0,181,570,1,114,1,0,1,583,30,50,15,265,37,4,0,25,14,269,5,10,3,0,0,0,17,0
44,1,153,2,0,0,0,0,0,0,0,0,1,1,1,7,13,3,0,19,25,0,0,0,0,0,4,0,0,0,0,0,0,0,68,83,6,0,6,0,6,1,3,0,6,34,1,3,0,95,110,20,7,6,0,9,1,3,0,55,46,1,12,1,0,1,40,5,4,1,0,2,0,0,2,4,33,0,1,0,0,2,0,5,0
62,1,472,2,0.0833333,2,6,2,0.0778589,0.0823171,32,27,1,8,4,63,6,3,7,8,19,0.4,0.133117,41,24,2,3,0.116095,44,0,0,0,0,0,267,330,7,1,7,1,11,0,4,0,11,146,0,4,0,335,411,12,1,12,1,17,2,10,0,19,168,2,12,0,0,0,76,3,35,2,9,29,0,6,0,7,49,0,0,0,0,0,0,12,0
35,1,88,2,0,0,0,0,0,0,0,0,2,1,1,7,7,2,4,6,11,0.166667,0.117647,6,6,1,5,0.117647,6,2,2,0,0,1,45,54,6,1,4,1,5,0,5,0,8,15,1,7,0,45,54,6,1,4,1,5,0,5,0,8,15,1,7,0,0,0,16,3,3,1,0,1,1,0,0,2,13,1,1,0,0,0,0,2,0
30,1,131,2,0,0,0,0,0,0,0,0,1,2,2,14,10,3,3,18,21,0.333333,0.0843373,7,6,1,2,0.0843373,7,0,0,0,0,0,76,102,2,0,2,0,3,0,2,0,3,46,0,2,0,76,102,2,0,2,0,3,0,2,0,3,46,0,2,0,0,1,10,7,5,6,0,4,0,0,1,2,9,0,1,0,0,0,0,0,0
38,1,153,2,0.208995,1,4,1,0.12069,0.153846,14,10,1,2,2,20,17,1,1,30,33,1,0.326531,32,19,4,0,0.326531,32,3,3,1,1,1,66,116,8,2,1,1,3,0,3,0,25,45,5,18,0,66,116,8,2,1,1,3,0,3,0,25,45,5,18,0,0,0,15,1,8,1,10,7,0,0,3,1,0,0,0,0,0,0,0,2,0
76,1,727,2,0.048797,1,10,2,0.0337423,0.0334728,22,16,1,6,6,139,34,3,2,86,93,1,0.119349,66,47,4,0,0.119349,66,0,0,0,0,0,487,652,9,0,9,0,7,3,3,0,7,320,3,3,0,487,652,9,0,9,0,7,3,3,0,7,320,3,3,0,0,0,39,7,66,0,6,65,0,7,6,0,8,0,8,0,0,0,0,12,0
48,1,272,2,0,0,0,0,0,0,0,0,2,3,3,39,21,1,1,26,33,0.75,0.17734,36,28,6,2,0.17734,36,2,2,0,0,1,167,225,3,0,1,0,7,0,7,0,10,84,1,9,0,167,225,3,0,1,0,7,0,7,0,10,84,1,9,0,0,1,20,3,15,1,0,14,1,1,2,2,13,0,1,0,0,1,0,3,0
33,1,215,2,0,0,0,0,0,0,0,0,3,3,2,24,9,3,5,25,38,0.454545,0.113924,18,17,5,6,0.113924,18,10,18,0,0,1,140,183,129,76,9,2,13,2,10,4,344,57,29,280,79,140,183,129,76,9,2,13,2,10,4,344,57,29,280,79,0,1,41,1,15,1,0,10,1,0,1,2,21,0,0,2,0,4,0,16,0
42,1,257,2,0,0,0,0,0,0,0,0,3,0,0,19,2,0,0,4,23,0,0.139665,25,0,0,16,0.139665,25,0,0,0,0,0,154,216,8,0,8,0,19,0,15,0,19,65,0,15,0,154,216,8,0,8,0,19,0,15,0,19,65,0,15,0,0,0,41,10,10,3,0,9,1,0,0,4,39,0,4,0,0,0,0,1,0
29,1,76,2,0,0,0,0,0,0,0,0,2,2,2,5,0,0,0,0,2,0.666667,0.3,15,10,2,1,0.3,15,0,0,0,0,0,35,48,0,0,0,0,2,0,2,0,2,11,0,2,0,35,48,0,0,0,0,2,0,2,0,2,11,0,2,0,0,0,4,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
29,1,48,2,0,0,0,0,0,0,0,0,1,1,1,2,4,1,1,4,5,0,0.0666667,1,0,0,2,0.0666667,1,0,0,0,0,0,14,20,2,0,2,0,1,0,1,0,1,6,0,1,0,14,20,2,0,2,0,1,0,1,0,1,6,0,1,0,0,0,5,1,2,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0
30,1,57,2,0.852941,1,3,1,0.75,0.789474,21,15,1,1,1,3,5,1,1,6,7,0,0.047619,1,0,0,2,0.047619,1,0,0,0,0,0,20,28,2,0,2,0,1,0,1,0,1,12,0,1,0,20,28,2,0,2,0,1,0,1,0,1,12,0,1,0,0,0,17,1,3,1,12,2,0,0,0,1,5,0,0,0,0,0,0,0,0
34,1,60,2,0.852941,1,3,1,0.777778,0.789474,21,15,1,1,1,3,5,1,1,6,7,0.5,0.2,5,4,1,1,0.2,5,0,0,0,0,0,20,27,2,0,2,0,1,0,1,0,1,12,0,1,0,20,27,2,0,2,0,1,0,1,0,1,12,0,1,0,0,0,17,1,3,1,12,2,0,0,0,1,5,0,0,0,0,0,0,0,0
25,1,73,2,0.417266,1,2,1,0.367347,0.387097,18,12,1,1,1,5,8,3,3,12,14,0,0.111111,4,0,0,2,0.111111,4,0,0,0,0,0,32,49,0,0,0,0,2,0,1,0,2,21,0,1,0,32,49,0,0,0,0,2,0,1,0,2,21,0,1,0,0,1,20,4,2,3,12,2,0,0,1,1,7,0,1,0,0,0,0,0,0
21,1,31,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.125,1,0,0,2,0.125,1,0,0,0,0,0,7,11,0,0,0,0,1,0,1,0,1,1,0,1,0,7,11,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
22,1,30,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.111111,1,0,0,2,0.111111,1,0,0,0,0,0,8,9,0,0,0,0,1,0,1,0,1,2,0,1,0,8,9,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
21,1,30,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.111111,1,0,0,2,0.111111,1,0,0,0,0,0,8,10,0,0,0,0,1,0,1,0,1,2,0,1,0,8,10,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
38,1,179,2,0.815157,3,11,7,0.788732,0.795699,112,74,3,1,1,6,17,0,0,23,26,0,0.113208,12,0,0,4,0.113208,12,0,0,0,0,0,94,142,0,0,0,0,3,0,3,0,3,73,0,3,0,94,142,0,0,0,0,3,0,3,0,3,73,0,3,0,0,0,40,0,12,12,26,0,1,0,4,0,9,0,0,0,0,0,0,0,0
30,1,44,2,0,0,0,0,0,0,0,0,1,1,1,2,6,1,0,4,5,0,0,0,0,0,2,0,0,2,3,0,0,2,15,15,9,2,0,0,1,0,1,0,17,3,1,16,6,15,15,9,2,0,0,1,0,1,0,17,3,1,16,6,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0
67,1,568,2,0.0776053,2,3,2,0.0438247,0.0532995,22,21,1,6,6,82,39,0,0,66,74,0.571429,0.106173,43,22,4,3,0.102222,46,0,0,0,0,0,362,452,14,0,14,0,8,4,6,0,8,214,4,6,0,404,502,15,0,15,0,11,4,9,0,11,233,4,9,0,0,2,63,27,46,39,14,24,0,7,4,5,26,1,2,0,0,4,0,12,0
47,1,133,2,0,0,0,0,0,0,0,0,2,3,3,16,15,32,42,11,20,0.142857,0.174419,15,13,1,6,0.174419,15,3,7,8,19,2,71,87,25,11,3,4,9,0,6,1,69,26,7,49,9,71,87,25,11,3,4,9,0,6,1,69,26,7,49,9,0,0,31,0,4,0,0,4,1,0,1,0,21,0,0,2,0,0,0,6,0
136,1,711,2,0,0,0,0,0,0,0,0,3,3,3,85,19,81,119,28,66,0.225806,0.29222,154,145,7,24,0.260575,154,3,8,2,11,3,373,504,37,23,15,15,38,0,30,5,98,160,7,73,13,437,576,39,23,17,15,41,0,32,5,101,191,7,75,13,0,1,98,2,45,5,0,39,1,2,1,0,74,0,4,2,0,0,0,18,0
41,1,504,2,0,0,0,0,0,0,0,0,2,5,5,60,16,6,8,27,55,1,0.352798,145,145,23,0,0.347722,145,2,3,3,4,2,266,458,30,11,13,8,28,0,22,10,49,123,7,36,16,272,464,30,11,13,8,29,0,22,10,50,124,7,36,16,0,0,37,3,37,4,0,28,1,3,2,1,15,1,1,1,1,4,0,15,0
35,1,125,2,0,0,0,0,0,0,0,0,4,0,0,16,8,72,96,8,21,0.0909091,0.0740741,6,5,1,10,0.0740741,6,4,10,1,9,2,75,91,39,26,2,3,13,0,10,2,111,15,7,83,15,75,91,39,26,2,3,13,0,10,2,111,15,7,83,15,0,0,43,2,2,1,0,1,1,0,0,0,29,1,0,2,0,1,0,11,0
32,1,175,2,0,0,0,0,0,0,0,0,2,2,2,22,7,10,19,11,27,0.176471,0.112903,14,10,3,14,0.112903,14,0,0,0,0,0,110,144,7,8,7,8,16,0,16,3,16,41,0,16,3,110,144,7,8,7,8,16,0,16,3,16,41,0,16,3,0,0,34,0,4,0,0,4,1,0,0,0,29,0,0,0,0,0,0,4,0
34,1,193,2,0.234097,1,2,2,0.1375,0.148148,22,20,1,1,1,22,4,3,5,13,31,0,0,0,0,0,18,0,0,0,0,0,0,0,109,130,2,5,2,5,18,0,17,1,18,30,0,17,1,136,160,2,5,2,5,23,0,22,1,23,35,0,22,1,0,0,92,1,4,0,35,4,1,0,0,1,55,0,0,0,0,0,0,1,0
34,1,129,2,0,0,0,0,0,0,0,0,2,2,2,10,5,1,0,7,14,0.166667,0.0727273,4,4,1,5,0.0449438,4,4,5,0,0,1,51,60,42,15,4,0,7,0,5,0,69,18,7,52,20,85,96,42,15,4,0,9,0,6,0,71,30,7,53,20,0,0,34,0,6,1,0,4,1,2,0,0,24,0,0,0,1,0,0,7,0
29,1,78,2,0,0,0,0,0,0,0,0,2,6,2,12,4,4,8,3,6,0,0,0,0,0,4,0,0,1,1,0,0,1,47,50,1,0,1,0,3,0,3,0,3,24,0,3,0,47,50,1,0,1,0,3,0,3,0,3,24,0,3,0,0,0,12,0,9,0,0,9,1,2,0,0,9,0,0,0,0,0,0,0,0
49,1,311,2,0,0,0,0,0,0,0,0,3,4,4,38,14,1,2,22,50,0.0357143,0.0409091,9,7,1,27,0.0382979,9,2,4,0,0,3,211,246,30,22,13,19,28,0,27,0,49,66,7,41,6,226,263,32,22,15,19,30,0,27,0,51,70,7,41,6,0,1,83,0,9,0,0,6,1,2,1,2,66,0,1,1,1,0,0,12,0
40,1,328,2,0,0,0,0,0,0,0,0,1,9,7,56,3,1,3,3,9,0.166667,0.0681818,18,9,1,5,0.0681818,18,0,0,0,0,0,246,289,5,1,5,1,6,0,5,1,6,143,0,5,1,246,289,5,1,5,1,6,0,5,1,6,143,0,5,1,0,0,25,5,23,6,0,19,0,5,0,1,15,1,0,0,0,1,0,5,0
56,1,334,2,0.019,1,2,1,0.0358423,0.0421941,10,10,1,3,3,25,15,7,4,21,35,0.0833333,0.0451128,6,6,1,11,0.0240964,6,2,2,0,0,1,127,148,27,3,10,0,14,0,11,3,35,49,7,25,9,243,279,27,3,10,0,22,0,19,3,43,104,7,33,9,0,0,74,1,15,0,8,14,3,0,1,1,56,0,1,0,0,0,0,6,0
42,1,497,2,0.251998,3,30,6,0.214912,0.238356,98,87,1,3,3,25,18,6,4,52,61,0.125,0.0679612,14,8,1,7,0.0376884,15,0,0,0,0,0,192,239,6,0,6,0,9,2,7,0,9,108,2,7,0,383,456,18,4,18,4,23,2,19,2,23,212,2,19,2,0,0,123,1,65,4,50,61,2,4,5,0,53,0,0,0,0,1,0,9,0
29,1,70,2,0,0,0,0,0,0,0,0,1,1,1,7,2,2,2,3,5,1,0.121951,5,5,3,0,0.121951,5,1,1,0,0,1,36,42,5,0,1,0,2,0,2,0,7,16,1,7,0,36,42,5,0,1,0,2,0,2,0,7,16,1,7,0,0,0,8,1,3,2,0,1,0,0,0,1,6,0,0,0,0,0,0,2,0
55,1,499,2,0,0,0,0,0,0,0,0,2,6,3,82,11,5,2,19,47,0.821429,0.313984,119,112,23,5,0.284689,119,1,1,0,0,1,260,404,11,12,11,12,28,0,27,13,28,117,0,27,13,299,445,17,13,15,12,30,0,27,13,40,134,0,35,13,0,0,41,1,27,1,0,25,1,4,2,1,22,0,0,0,0,1,0,12,0
35,1,75,2,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,4,5,0.5,0.2,8,5,1,1,0.2,8,0,0,0,0,0,32,41,1,0,1,0,1,0,1,0,1,16,0,1,0,32,41,1,0,1,0,1,0,1,0,1,16,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
40,1,69,2,0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,2,5,0.75,0.534884,23,22,3,1,0.534884,23,1,1,0,0,1,20,30,2,0,2,0,3,0,3,0,3,5,0,3,0,20,30,2,0,2,0,3,0,3,0,3,5,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
68,1,893,2,0,0,0,0,0,0,0,0,5,7,7,129,45,82,160,110,160,0.204545,0.123894,84,64,9,35,0.115226,84,1,1,5,7,1,594,770,15,18,15,18,50,0,43,2,50,265,0,43,2,645,826,17,18,15,18,56,0,47,2,73,280,1,63,2,0,3,149,4,53,3,0,50,1,8,9,0,110,1,6,0,0,0,0,21,1
49,1,495,2,0.0377795,1,5,1,0.0469799,0.0453258,21,16,3,7,7,91,37,3,4,79,99,0.111111,0.0806045,32,20,2,16,0.0806045,32,2,5,1,1,3,365,447,28,19,13,1,20,0,17,0,70,173,0,60,2,365,447,28,19,13,1,20,0,17,0,70,173,0,60,2,0,2,77,1,32,0,9,27,1,8,6,2,41,0,2,1,0,4,0,11,1
41,1,1074,2,0.0804365,6,32,10,0.0938104,0.106433,97,91,1,5,4,159,14,29,56,26,74,0.121212,0.0473815,38,34,4,29,0.0778947,74,0,0,1,1,0,764,919,14,12,14,12,48,0,32,2,48,362,0,32,2,876,1034,43,12,43,12,56,28,38,2,56,382,28,38,2,0,0,235,4,30,1,68,28,3,7,2,0,121,0,4,0,0,1,0,34,1
46,1,530,2,0,0,0,0,0,0,0,0,1,2,2,51,7,121,141,6,50,0.977778,0.4,170,170,44,1,0.414254,186,0,0,0,0,0,255,477,19,17,19,17,44,1,44,18,44,75,1,44,18,263,485,19,18,19,18,46,1,46,18,46,75,1,46,18,0,0,70,0,12,0,0,10,0,0,0,1,53,0,0,0,0,1,0,17,0
51,1,805,2,0,0,0,0,0,0,0,0,5,6,5,98,36,22,19,73,112,0.103448,0.116379,54,17,3,26,0.0872781,59,2,4,4,4,3,410,525,28,16,21,10,39,2,28,1,60,176,2,44,2,617,755,40,17,28,10,55,2,40,1,98,253,3,71,2,0,4,167,0,50,0,0,48,3,10,8,0,117,0,4,1,0,2,0,28,0
32,1,94,2,0,0,0,0,0,0,0,0,1,1,1,11,11,69,76,6,15,0.2,0.137931,8,8,2,8,0.137931,8,4,9,4,4,2,50,63,28,13,3,2,9,0,9,2,77,15,7,57,11,50,63,28,13,3,2,9,0,9,2,77,15,7,57,11,0,0,28,0,3,0,0,1,0,0,1,1,19,0,0,2,0,1,0,6,0
51,1,904,2,0.0306178,1,4,2,0.0234192,0.0316456,20,20,1,4,4,110,19,18,40,31,65,0.272727,0.191153,121,108,6,16,0.157552,121,0,0,2,2,0,512,702,17,3,17,3,34,0,21,1,34,250,0,21,1,647,854,21,7,20,5,57,0,42,1,91,277,1,76,1,0,4,163,4,49,3,14,44,5,3,2,1,124,1,4,0,4,0,0,15,1
23,1,49,2,0,0,0,0,0,0,0,0,1,1,1,4,5,1,1,9,12,0,0,0,0,0,2,0,0,1,1,0,0,1,25,27,17,3,0,0,3,0,1,0,37,6,0,22,1,25,27,17,3,0,0,3,0,1,0,37,6,0,22,1,0,0,10,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0
56,1,1341,2,0.0815451,5,35,9,0.0785381,0.0984683,101,90,1,5,5,184,23,32,44,55,94,0.3125,0.134194,104,70,10,22,0.171958,195,0,0,1,1,0,671,937,11,4,11,4,39,0,31,3,39,322,0,31,3,939,1286,45,7,31,6,61,7,45,3,164,448,8,107,3,0,1,219,16,73,2,43,70,2,14,6,1,123,0,17,0,0,0,0,31,0
29,1,80,2,0,0,0,0,0,0,0,0,1,1,1,6,2,5,9,3,8,1,0.166667,8,8,6,0,0.166667,8,0,0,3,3,0,40,52,4,0,4,0,5,1,5,0,5,12,1,5,0,40,52,4,0,4,0,5,1,5,0,5,12,1,5,0,0,0,16,0,5,2,0,3,0,0,0,0,12,0,0,0,0,0,0,4,0
53,1,227,2,0,0,0,0,0,0,0,0,2,7,6,31,3,2,7,5,15,0.727273,0.215909,38,36,8,3,0.215909,38,0,0,0,0,0,138,175,3,5,3,5,10,0,10,0,10,72,0,10,0,138,175,3,5,3,5,10,0,10,0,10,72,0,10,0,0,0,30,2,20,0,0,10,1,5,0,1,23,0,1,0,0,10,0,1,0
